Age,Gender,Department,Monthly_Income,Total_Experience,Tenure_At_Co,Overtime_Eligible,Attrition_Status
34.0,Male,Engineering,63613.0,22.0,6.0,No,Yes
33.0,Female,Finance,58179.0,15.0,3.0,No,No
52.0,Non-Binary,Sales,82188.0,24.0,5.0,Yes,No
23.0,Male,Marketing,85099.0,8.0,13.0,No,No
56.0,Female,Marketing,65262.0,21.0,15.0,No,No
44.0,Male,Hr,108213.0,15.0,14.0,Yes,No
38.0,Female,Engineering,48268.0,22.0,16.0,No,No
47.0,Non-Binary,Hr,107866.0,20.0,18.0,No,No
29.0,Non-Binary,Sales,116269.0,28.0,11.0,Yes,Yes
50.0,Male,Hr,90545.0,14.0,3.0,Yes,No
47.0,Female,Marketing,102146.0,27.0,10.0,No,No
31.0,Male,Marketing,101966.0,29.0,10.0,Yes,No
47.0,Male,Finance,69922.0,9.0,16.0,No,No
55.0,Female,Finance,109364.0,8.0,12.0,Yes,No
28.0,Female,Sales,72913.0,26.0,2.0,No,No
25.0,Female,Engineering,85677.0,28.0,9.0,Yes,No
32.0,Non-Binary,Hr,79841.0,26.0,3.0,No,No
50.0,Male,Sales,76332.0,17.0,15.0,No,No
57.0,Male,Finance,55032.0,2.0,3.0,No,No
46.0,Non-Binary,Hr,67846.0,25.0,19.0,Yes,No
42.0,Female,Finance,89474.0,24.0,18.0,Yes,No
57.0,Non-Binary,Hr,74936.0,3.0,8.0,No,No
31.0,Non-Binary,Engineering,59794.0,8.0,17.0,No,No
30.0,Non-Binary,Sales,91588.0,12.0,8.0,Yes,No
45.0,Male,Hr,100984.0,1.0,7.0,Yes,Yes
56.0,Non-Binary,Marketing,80331.0,10.0,7.0,Yes,No
56.0,Male,Marketing,58141.0,20.0,3.0,Yes,No
57.0,Male,Hr,39074.0,3.0,1.0,Yes,No
39.0,Male,Hr,36406.0,6.0,4.0,Yes,No
53.0,Female,Hr,53291.0,7.0,5.0,No,No
45.0,Male,Marketing,71568.0,20.0,1.0,Yes,No
44.0,Male,Marketing,76851.0,23.0,15.0,No,No
53.0,Female,Hr,84823.0,25.0,5.0,Yes,No
33.0,Male,Finance,53312.0,27.0,13.0,Yes,No
34.0,Non-Binary,Finance,73108.0,18.0,8.0,No,Yes
44.0,Non-Binary,Engineering,96918.0,11.0,8.0,No,No
46.0,Male,Sales,64171.0,19.0,5.0,Yes,No
56.0,Female,Finance,71779.0,5.0,9.0,No,No
51.0,Non-Binary,Marketing,98828.0,19.0,1.0,No,No
38.0,Female,Finance,42411.0,11.0,4.0,No,No
41.0,Female,Engineering,87009.0,24.0,3.0,No,No
46.0,Non-Binary,Engineering,45422.0,12.0,2.0,Yes,No
43.0,Female,Sales,72468.0,10.0,8.0,No,No
34.0,Non-Binary,Finance,62371.0,8.0,9.0,Yes,Yes
40.0,Female,Marketing,87022.0,24.0,2.0,Yes,Yes
57.0,Non-Binary,Marketing,101229.0,28.0,14.0,Yes,No
33.0,Male,Hr,81196.0,28.0,14.0,Yes,Yes
40.0,Non-Binary,Marketing,110354.0,9.0,4.0,No,Yes
33.0,Non-Binary,Sales,56715.0,4.0,6.0,No,No
30.0,Non-Binary,Sales,57605.0,5.0,11.0,Yes,No
28.0,Non-Binary,Marketing,61174.0,21.0,3.0,Yes,No
49.0,Female,Marketing,39956.0,8.0,8.0,Yes,Yes
35.0,Male,Hr,106373.0,23.0,3.0,Yes,No
52.0,Non-Binary,Marketing,99252.0,9.0,14.0,No,Yes
40.0,Female,Hr,91949.0,15.0,13.0,Yes,No
37.0,Male,Hr,92646.0,15.0,13.0,No,No
26.0,Male,Marketing,100017.0,16.0,2.0,Yes,No
56.0,Male,Engineering,93037.0,14.0,13.0,Yes,No
33.0,Male,Engineering,119818.0,8.0,19.0,Yes,Yes
46.0,Non-Binary,Hr,36548.0,18.0,6.0,Yes,No
42.0,Non-Binary,Marketing,103294.0,10.0,16.0,No,No
57.0,Female,Engineering,53177.0,28.0,2.0,No,No
44.0,Female,Marketing,54022.0,20.0,8.0,No,Yes
37.0,Female,Marketing,35542.0,6.0,17.0,Yes,No
35.0,Male,Marketing,90428.0,12.0,2.0,Yes,No
52.0,Male,Finance,52740.0,2.0,10.0,No,No
26.0,Non-Binary,Marketing,89353.0,7.0,16.0,No,No
56.0,Male,Finance,86532.0,16.0,6.0,Yes,No
44.0,Male,Hr,46052.0,3.0,2.0,Yes,No
50.0,Male,Engineering,77076.0,13.0,2.0,No,No
32.0,Female,Engineering,83420.0,3.0,13.0,Yes,No
39.0,Female,Engineering,30671.0,27.0,15.0,Yes,No
33.0,Non-Binary,Engineering,30163.0,18.0,2.0,No,No
30.0,Male,Engineering,71424.0,11.0,7.0,Yes,No
31.0,Male,Engineering,83744.0,8.0,3.0,No,No
38.0,Non-Binary,Engineering,100331.0,6.0,8.0,Yes,No
28.0,Male,Hr,40634.0,1.0,14.0,No,No
34.0,Male,Marketing,34798.0,28.0,7.0,Yes,No
30.0,Female,Sales,52420.0,1.0,7.0,No,No
48.0,Non-Binary,Finance,59300.0,23.0,1.0,No,No
23.0,Non-Binary,Sales,119881.0,8.0,17.0,No,No
26.0,Non-Binary,Sales,40749.0,5.0,9.0,No,Yes
50.0,Non-Binary,Marketing,55121.0,28.0,13.0,Yes,No
40.0,Female,Marketing,67487.0,16.0,19.0,Yes,No
29.0,Female,Marketing,63361.0,11.0,19.0,No,Yes
22.0,Male,Engineering,51223.0,5.0,17.0,Yes,No
43.0,Male,Hr,102930.0,4.0,10.0,Yes,No
38.0,Male,Engineering,44056.0,6.0,10.0,Yes,Yes
28.0,Male,Hr,58380.0,14.0,4.0,Yes,No
46.0,Female,Hr,56035.0,22.0,8.0,Yes,No
25.0,Non-Binary,Sales,60620.0,19.0,18.0,No,No
57.0,Female,Sales,49877.0,9.0,14.0,No,No
27.0,Male,Hr,85316.0,12.0,18.0,No,No
52.0,Female,Hr,94041.0,11.0,14.0,No,Yes
40.0,Non-Binary,Engineering,83352.0,14.0,15.0,Yes,No
48.0,Non-Binary,Engineering,60911.0,23.0,4.0,Yes,No
31.0,Female,Sales,62784.0,16.0,13.0,No,No
47.0,Female,Marketing,33191.0,1.0,8.0,Yes,Yes
40.0,Female,Hr,63160.0,13.0,18.0,Yes,No
24.0,Male,Engineering,94641.0,23.0,12.0,No,Yes
34.0,Female,Sales,79723.0,21.0,14.0,Yes,Yes
49.0,Female,Engineering,33631.0,21.0,2.0,No,No
41.0,Female,Hr,36172.0,13.0,18.0,No,No
49.0,Non-Binary,Hr,72080.0,2.0,2.0,Yes,No
29.0,Non-Binary,Finance,119097.0,4.0,11.0,Yes,No
22.0,Male,Marketing,50281.0,28.0,9.0,No,No
24.0,Male,Finance,58671.0,6.0,12.0,No,No
34.0,Non-Binary,Sales,81431.0,26.0,17.0,Yes,No
49.0,Non-Binary,Engineering,58602.0,27.0,15.0,No,No
46.0,Non-Binary,Sales,118789.0,23.0,17.0,No,No
54.0,Female,Hr,81399.0,27.0,18.0,No,No
27.0,Female,Finance,53472.0,5.0,6.0,Yes,Yes
53.0,Non-Binary,Finance,79230.0,25.0,17.0,No,No
42.0,Female,Finance,103616.0,3.0,18.0,Yes,Yes
37.0,Female,Sales,37099.0,1.0,8.0,No,No
42.0,Male,Hr,55431.0,4.0,9.0,Yes,No
32.0,Non-Binary,Engineering,86492.0,25.0,6.0,No,Yes
57.0,Non-Binary,Engineering,77684.0,20.0,5.0,Yes,No
56.0,Female,Sales,60111.0,2.0,12.0,Yes,No
40.0,Non-Binary,Finance,93936.0,26.0,11.0,Yes,No
41.0,Male,Marketing,52614.0,5.0,1.0,No,No
39.0,Male,Sales,71991.0,3.0,11.0,No,No
35.0,Male,Sales,100476.0,29.0,19.0,No,No
36.0,Non-Binary,Hr,90920.0,28.0,9.0,Yes,No
52.0,Non-Binary,Engineering,93530.0,29.0,2.0,No,No
22.0,Non-Binary,Sales,66224.0,9.0,12.0,Yes,No
24.0,Non-Binary,Sales,37788.0,20.0,4.0,No,No
37.0,Non-Binary,Finance,58082.0,6.0,4.0,Yes,No
44.0,Male,Finance,119570.0,18.0,18.0,Yes,No
32.0,Female,Marketing,106816.0,6.0,15.0,Yes,Yes
33.0,Male,Hr,113588.0,19.0,19.0,No,No
31.0,Non-Binary,Marketing,46531.0,28.0,13.0,No,No
53.0,Male,Finance,118340.0,12.0,19.0,No,No
37.0,Non-Binary,Engineering,74857.0,25.0,17.0,Yes,No
29.0,Non-Binary,Finance,40142.0,11.0,6.0,Yes,No
33.0,Male,Hr,78355.0,2.0,16.0,No,No
45.0,Non-Binary,Finance,39866.0,15.0,12.0,No,No
49.0,Female,Hr,100067.0,12.0,19.0,No,Yes
29.0,Non-Binary,Hr,94027.0,12.0,5.0,Yes,No
49.0,Female,Hr,87906.0,9.0,17.0,Yes,No
57.0,Female,Hr,58138.0,21.0,1.0,Yes,No
47.0,Non-Binary,Hr,59956.0,24.0,10.0,Yes,No
29.0,Male,Engineering,106295.0,2.0,15.0,Yes,No
49.0,Female,Marketing,35439.0,22.0,11.0,No,No
49.0,Male,Sales,77241.0,3.0,13.0,Yes,No
57.0,Female,Marketing,72533.0,12.0,5.0,Yes,No
48.0,Non-Binary,Hr,58270.0,28.0,1.0,Yes,No
38.0,Non-Binary,Engineering,108815.0,26.0,12.0,Yes,Yes
30.0,Female,Finance,69279.0,16.0,11.0,Yes,No
54.0,Non-Binary,Engineering,53888.0,21.0,17.0,No,Yes
41.0,Female,Hr,47630.0,28.0,4.0,Yes,No
34.0,Non-Binary,Engineering,91063.0,24.0,15.0,Yes,Yes
49.0,Male,Engineering,65144.0,26.0,9.0,Yes,No
50.0,Non-Binary,Hr,82161.0,1.0,19.0,No,No
34.0,Male,Engineering,107360.0,21.0,19.0,No,No
56.0,Non-Binary,Sales,80979.0,3.0,12.0,No,Yes
27.0,Male,Sales,36979.0,20.0,5.0,Yes,Yes
39.0,Non-Binary,Engineering,56189.0,2.0,10.0,No,Yes
26.0,Male,Finance,72600.0,9.0,17.0,Yes,Yes
46.0,Female,Hr,89560.0,19.0,5.0,Yes,No
23.0,Female,Sales,108040.0,15.0,16.0,No,No
31.0,Male,Finance,91558.0,18.0,7.0,Yes,No
51.0,Non-Binary,Engineering,116205.0,26.0,9.0,Yes,Yes
26.0,Male,Finance,36910.0,11.0,3.0,Yes,No
54.0,Non-Binary,Marketing,87713.0,25.0,15.0,No,No
22.0,Female,Sales,76857.0,23.0,16.0,Yes,No
39.0,Non-Binary,Engineering,64964.0,16.0,18.0,Yes,No
53.0,Female,Hr,115667.0,22.0,14.0,No,No
32.0,Non-Binary,Engineering,55227.0,17.0,3.0,Yes,Yes
42.0,Non-Binary,Hr,35978.0,5.0,12.0,Yes,No
47.0,Non-Binary,Engineering,117527.0,12.0,9.0,No,No
46.0,Male,Finance,47153.0,11.0,7.0,Yes,Yes
43.0,Male,Finance,89765.0,15.0,9.0,Yes,No
48.0,Female,Finance,69071.0,27.0,13.0,Yes,No
34.0,Female,Marketing,99519.0,3.0,18.0,Yes,Yes
54.0,Male,Hr,39503.0,1.0,5.0,Yes,No
55.0,Female,Finance,90703.0,20.0,13.0,No,No
56.0,Male,Marketing,94379.0,29.0,4.0,No,No
22.0,Non-Binary,Hr,87866.0,16.0,2.0,No,Yes
42.0,Female,Engineering,46905.0,2.0,16.0,No,No
27.0,Female,Marketing,75838.0,2.0,9.0,Yes,No
49.0,Male,Sales,88279.0,3.0,9.0,Yes,No
38.0,Female,Marketing,119489.0,8.0,6.0,Yes,No
26.0,Female,Marketing,56806.0,24.0,11.0,Yes,Yes
52.0,Non-Binary,Hr,75000.0,28.0,1.0,Yes,Yes
26.0,Female,Engineering,52168.0,15.0,4.0,No,No
24.0,Non-Binary,Sales,100119.0,7.0,13.0,No,No
44.0,Male,Finance,68714.0,6.0,13.0,Yes,No
31.0,Female,Finance,84093.0,9.0,13.0,Yes,No
31.0,Non-Binary,Marketing,85419.0,20.0,2.0,Yes,No
40.0,Male,Hr,79145.0,28.0,9.0,No,No
38.0,Female,Hr,107425.0,1.0,8.0,Yes,No
42.0,Male,Finance,107811.0,8.0,7.0,Yes,No
35.0,Female,Sales,32461.0,23.0,4.0,Yes,No
30.0,Male,Engineering,44291.0,23.0,18.0,No,No
22.0,Male,Sales,76804.0,3.0,3.0,Yes,No
34.0,Non-Binary,Engineering,106971.0,4.0,6.0,No,No
25.0,Male,Finance,94946.0,26.0,12.0,No,No
22.0,Female,Engineering,114080.0,25.0,12.0,No,Yes
53.0,Female,Hr,91332.0,15.0,8.0,No,Yes
55.0,Non-Binary,Marketing,107794.0,6.0,1.0,No,No
49.0,Female,Marketing,60841.0,15.0,4.0,No,No
